product_name,series,skus,section,detail,anwendung,material,suitability
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Anwendung,,Nuten,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Anwendung,,Nesten,,
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Rohe MDF,3 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Rohe Spanplatte,3 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Laminierte Spanplatte,3 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Laminierte MDF,3 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Sperrholz,2 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Laminiertes Sperrholz,2 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Glasfaser/Kohlenstofffaser,3 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Faserzement,3 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,Aluminium,1 out of 3
Diamant Fräser Z2+1 DTS,DTS,DTS.08.015.08.0MR | DTS.08.015.12.0DR | DTS.08.020.12.0DR | DTS.10.015.10.0MR | DTS.10.015.12.0DR | DTS.10.020.12.0DR | DTS.12.015.12.0MR | DTS.12.015.12.0DR | DTS.12.020.12.0MR | DTS.12.020.12.0DR | DTS.12.025.12.0DR | DTS.12.025.12.5MR | DTS.20.025.20.0SR,Material,,,HPL,3 out of 3
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Technische Details,"Ein komplettes DP-Schneidblatt, auf drei spiralförmige Flügel verteilt",,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Technische Details,Körper aus rostfreiem Stahl mit einer Härte von mehr als 28 HRC oder Hartmetall,,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Technische Details,"Eine Härte von 93,8 HRA",,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Technische Details,"Kann nachgeschärft werden: H2,5 (2–3 Nachschärfungen)",,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Technische Details,HM- oder DP-Tauchschneide an der Stirnseite zum Bohren,,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Anwendung,,Fräsen,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Anwendung,,Fügen,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Anwendung,,Falzen,,
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Material,,,Rohe MDF,3 out of 3
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Material,,,Rohe Spanplatte,3 out of 3
Diamant Fräser Z1+1 DTA,DTA,DTA.06.016.08.0MR | DTA.08.021.08.0MR | DTA.08.021.12.0MR | DTA.08.021.12.0SR | DTA.10.015.12.0SR | DTA.10.021.12.0SR | DTA.10.025.12.0SR | DTA.10.025.12.0SL | DTA.10.035.12.0SR | DTA.10.035.12.0SL | DTA.12.021.12.0SR | DTA.12.025.12.0SR | DTA.12.025.12.0SL | DTA.12.035.12.0SR | DTA.12.035.12.0SL | DTA.12.045.12.0SR | DTA.12.045.12.0SL | DTA.16.025.16.0SR | DTA.16.025.16.0SL | DTA.16.035.16.0SR | DTA.16.035.16.0SL | DTA.16.045.16.0SR | DTA.16.045.16.0SL | DTA.16.055.16.0SR | DTA.16.055.16.0SL | DTA.16.036.16.0SR | DTA.18.025.20.0SR | DTA.18.025.20.0SL | DTA.18.035.20.0SR | DTA.18.035.20.0SL | DTA.18.045.20.0SR | DTA.18.045.20.0SL | DTA.18.045.25.0SR | DTA.18.045.25.0SL | DTA.20.025.20.0SR | DTA.20.025.20.0SL | DTA.20.035.20.0SR | DTA.20.035.20.0SL | DTA.20.045.20.0SR | DTA.20.045.20.0SL | DTA.20.055.20.0SR | DTA.20.055.20.0SL | DTA.20.065.20.0SR | DTA.20.065.20.0SL | DTA.20.072.20.0SR | DTA.20.080.20.0SR | DTA.20.080.20.0SL | DTA.08.027.08.0MR | DTA.08.027.08.0ML | DTA.08.036.08.0MR | DTA.08.036.08.0ML | DTA.10.027.10.0MR | DTA.12.027.12.0MR | DTA.09.038.09.5SR | DTA.12.025.12.5SR | DTA.12.028.12.5SR | DTA.12.035.12.5SR | DTA.12.038.12.5SR | DTA.12.045.12.5SR | DTA.19.050.19.5SR | DTA.12.027.08.BSR | DTA.12.027.12.BSR | DTA.12.036.12.BSR | DTA.12.044.12.BSR | DTA.10.027.12.VSR | DTA.12.027.12.VSR | DTA.12.036.12.VSR | DTA.16.036.16.VSR | DTA.16.045.16.VSR,Material,,,Laminierte Spanplatte,3 out of 3
